name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Otto Bluege,bluegot01,['Squeaky'],Squeaky,,,,,
Bert Blyleven,blylebe01,['Frying Dutchman'],Frying Dutchman,,,,,
Doug Bochtler,bochtdo01,['Balk'],Balk,,,,,
Bruce Bochy,bochybr01,['Boch'],Boch,,,,,
Joe Boever,boevejo01,['Boever the Saver'],Boever the Saver,,,,,
Xander Bogaerts,bogaexa01,"['Bogey', 'X', 'Bogie']",Bogey,X,Bogie,,,
John Bogart,bogarjo01,['Big John'],Big John,,,,,
Ray Boggs,boggsra01,['Lefty'],Lefty,,,,,
Wade Boggs,boggswa01,['Chicken Man'],Chicken Man,,,,,
Charlie Bold,boldch01,['Dutch'],Dutch,,,,,
Bill Bolden,boldebi01,['Big Bill'],Big Bill,,,,,
Jim Bolger,bolgeji01,['Dutch'],Dutch,,,,,
Cecil Bolton,boltoce01,['Glenn'],Glenn,,,,,
Ricky Bones,bonesri01,['Bone'],Bone,,,,,
Hank Boney,boneyha01,['Haney'],Haney,,,,,
Jorge Bonifacio,bonifjo01,['El Boni'],El Boni,,,,,
Bobby Bonilla,bonilbo01,['Bobby-Bo'],Bobby-Bo,,,,,
Lisalverto Bonilla,bonilli01,['Papi Bog'],Papi Bog,,,,,
Luther Bonin,boninlu01,['Bonnie'],Bonnie,,,,,
Barry Bonnell,bonneba01,['Preacher'],Preacher,,,,,
Bill Bonness,bonnebi01,['Lefty'],Lefty,,,,,
Rod Booker,bookero01,['Book'],Book,,,,,
Luke Boone,boonelu01,['Danny'],Danny,,,,,
Ray Boone,boonera01,['Ike'],Ike,,,,,
Amos Booth,bootham01,['Darling'],Darling,,,,,
George Borchers,borchge01,['Chief'],Chief,,,,,
Paul Boris,borispa01,"['Bo', 'Lone Ranger']",Bo,Lone Ranger,,,,
Bob Borkowski,borkobo01,['Bush'],Bush,,,,,
Tom Borland,borlato01,['Spike'],Spike,,,,,
Chris Bosio,bosioch01,['Wizard'],Wizard,,,,,
Harley Boss,bossha01,['Lefty'],Lefty,,,,,
Lyman Bostock,bostoly01,['Abdul Jibber-Jabber'],Abdul Jibber-Jabber,,,,,
Daryl Boston,bostoda01,['Debo'],Debo,,,,,
David Bote,boteda01,['Boat'],Boat,,,,,
Ricky Bottalico,bottari01,['Ricky Bo'],Ricky Bo,,,,,
Jim Bottomley,bottoji01,['Sunny Jim'],Sunny Jim,,,,,
Al Boucher,bouchal01,['Bo'],Bo,,,,,
Lou Boudreau,boudrlo01,"['Old Shufflefoot', 'Handsome Lou', 'The Good Kid']",Old Shufflefoot,Handsome Lou,The Good Kid,,,
Justin Bour,bourju01,"['Papito', 'Bourtobello Crushroom', 'JB']",Papito,Bourtobello Crushroom,JB,,,
Peter Bourjos,bourjpe01,"['Needler', 'Gorgeous', 'Fleet Pete']",Needler,Gorgeous,Fleet Pete,,,
Jim Bouton,boutoji01,['Bulldog'],Bulldog,,,,,
Larry Bowa,bowala01,"['Gnat', 'Bo', 'Pee Wee']",Gnat,Bo,Pee Wee,,,
Frank Bowerman,bowerfr01,['Mike'],Mike,,,,,
Stew Bowers,bowerst01,['Doc'],Doc,,,,,
Grant Bowler,bowlegr01,['Moose'],Moose,,,,,
Emmett Bowles,bowleem01,['Chief'],Chief,,,,,
Weldon Bowlin,bowliwe01,['Hoss'],Hoss,,,,,
Elmer Bowman,bowmael01,['Big Bow'],Big Bow,,,,,
Brad Boxberger,boxbebr01,['Box'],Box,,,,,
Bob Boyd,boydbo01,['Rope'],Rope,,,,,
Matthew Boyd,boydma01,['Matty B'],Matty B,,,,,
Oil Can Boyd,boydoi01,['Oil Can'],Oil Can,,,,,
Blaine Boyer,boyerbl01,"['Grande Rojo', 'Blazer']",Grande Rojo,Blazer,,,,
Cloyd Boyer,boyercl01,['Junior'],Junior,,,,,
Henry Boyle,boylehe01,['Handsome Henry'],Handsome Henry,,,,,
Jack Boyle,boyleja01,['Honest Jack'],Honest Jack,,,,,
Harry Boyles,boyleha01,['Stretch'],Stretch,,,,,
Brad Brach,brachbr01,['B-Rad'],B-Rad,,,,,
Silvino Bracho,brachsi01,['Braaach'],Braaach,,,,,
Chasen Bradford,bradfch02,['Black Bear'],Black Bear,,,,,
Archie Bradley,bradlar01,"['Hollywood', 'Crash Landing']",Hollywood,Crash Landing,,,,
George Bradley,bradlge01,['Grin'],Grin,,,,,
Hugh Bradley,bradlhu01,['Corns'],Corns,,,,,
Jackie Bradley Jr.,bradlja02,['JBJ'],JBJ,,,,,
Dallas Bradshaw,bradsda01,['Windy'],Windy,,,,,
Bill Brady,bradybi01,['King'],King,,,,,
Jim Brady,bradyji01,['Diamond Jim'],Diamond Jim,,,,,
Michael Brady,bradymi01,['Sleepy'],Sleepy,,,,,
Bobby Bragan,bragabo01,['Nig'],Nig,,,,,
Asa Brainard,brainas01,['Count'],Count,,,,,
Ralph Branca,brancra01,['Hawk'],Hawk,,,,,
Al Brancato,brancal01,['Bronk'],Bronk,,,,,
Norm Branch,brancno01,['Red'],Red,,,,,
Darrell Brandon,brandbu01,['Bucky'],Bucky,,,,,
Ed Brandt,branded01,['Big Ed'],Big Ed,,,,,
Jeff Branson,bransje01,['Brano'],Brano,,,,,
Michael Brantley,brantmi02,"['Dr. Smooth', 'Junior', 'Champ', 'Uncle Mike']",Dr. Smooth,Junior,Champ,Uncle Mike,,
Russell Branyan,branyru01,['Russell the Muscle'],Russell the Muscle,,,,,
Joe Bratcher,bratcjo01,['Goobers'],Goobers,,,,,
Fred Bratschi,bratsfr01,['Fritz'],Fritz,,,,,
Ryan Braun,braunry02,"['Hebrew Hammer', 'Ocho']",Hebrew Hammer,Ocho,,,,
Al Brazle,brazlal01,['Cotton'],Cotton,,,,,
Harry Brecheen,brechha01,['Harry The Cat'],Harry The Cat,,,,,
Alex Bregman,bregmal01,"['A-Breg', 'Breggy']",A-Breg,Breggy,,,,
Theodore Breitenstein,breitte01,['Theo'],Theo,,,,,
Brandon Brennan,brennbr01,['B2'],B2,,,,,
Tom Brennan,brennto01,['Gray Flamingo'],Gray Flamingo,,,,,
Bert Brenner,brennbe01,['Dutch'],Dutch,,,,,
Lynn Brenton,brently01,"['Buck', 'Herb']",Buck,Herb,,,,
Roger Bresnahan,bresnro01,['The Duke Of Tralee'],The Duke Of Tralee,,,,,
George Brett,brettge01,['Mullet'],Mullet,,,,,
Herbert Brett,bretthe01,['Duke'],Duke,,,,,
Ken Brett,brettke01,['Kemer'],Kemer,,,,,
Marv Breuer,breuema01,['Baby Face'],Baby Face,,,,,
Colten Brewer,breweco01,['Brewski'],Brewski,,,,,
Jack Brewer,breweja01,['Buddy'],Buddy,,,,,
Austin Brice,briceau01,['Bear'],Bear,,,,,
Jose Briceno,bricejo01,['Ore'],Ore,,,,,
Ralph Brickner,brickra01,['Brick'],Brick,,,,,
Marshall Bridges,bridgma01,"['Fox', 'Sheriff']",Fox,Sheriff,,,,
Parker Bridwell,bridwpa01,['PBrid'],PBrid,,,,,
Greg Briley,brilegr01,['Pee Wee'],Pee Wee,,,,,
Bill Brinker,brinkbi01,['Dode'],Dode,,,,,
Lewis Brinson,brinsle01,"['Brin Diesel', 'Sweet Lew']",Brin Diesel,Sweet Lew,,,,
Fatty Briody,briodfa01,['Alderman'],Alderman,,,,,
Zack Britton,brittza01,"['Brit', 'Anglada', 'With A K']",Brit,Anglada,With A K,,,
Mike Broadway,broadmi01,['Bone Crusher'],Bone Crusher,,,,,
Doug Brocail,brocado01,['Broke'],Broke,,,,,
Lou Brock,brocklo01,"['The Franchise', 'The Rocket']",The Franchise,The Rocket,,,,
King Brockett,brockle01,['King'],King,,,,,
Herman Bronkie,bronkhe01,['Dutch'],Dutch,,,,,
Aaron Brooks,brookaa01,['Brooksy'],Brooksy,,,,,
Scott Brosius,brosisc01,['Bro'],Bro,,,,,
Sig Broskie,brosksi01,['Chops'],Chops,,,,,
Jim Brosnan,brosnji01,['Professor'],Professor,,,,,
Mike Brosseau,brossmi01,['Frency'],Frency,,,,,
Dan Brouthers,broutda01,['Big Dan'],Big Dan,,,,,
Joe Brovia,brovijo01,['Ox'],Ox,,,,,
Frank Brower,browefr01,['Turkeyfoot'],Turkeyfoot,,,,,
Alton Brown,brownal01,['Deacon'],Deacon,,,,,
Bill Brown,brownbi01,['Verna'],Verna,,,,,
Bobby Brown,brownbo03,['Doc'],Doc,,,,,
Buster Brown,brownbu01,['Yank'],Yank,,,,,
Carroll Brown,brownbo01,['Boardwalk'],Boardwalk,,,,,
Curly Brown,browncu01,['Lefty'],Lefty,,,,,
Domonic Brown,browndo01,"['Downtown', 'Dom']",Downtown,Dom,,,,
Eddie Brown,browned02,['Glass Arm Eddie'],Glass Arm Eddie,,,,,
Elmer Brown,brownel01,['Shook'],Shook,,,,,
Hal Brown,brownha01,['Skinny'],Skinny,,,,,
Jim Brown,brownji02,"['Don', 'Mouse']",Don,Mouse,,,,
John Brown,brownjo02,['Ad'],Ad,,,,,
Lew Brown,brownle01,['Blower'],Blower,,,,,
Lindsay Brown,brownli01,['Red'],Red,,,,,
Lloyd Brown,brownll01,['Gimpy'],Gimpy,,,,,
Mordecai Brown,brownmo01,"['Three Finger', 'Miner']",Three Finger,Miner,,,,
Ollie Brown,brownol02,['Downtown'],Downtown,,,,,
Tommy Brown,brownto02,['Buckshot'],Buckshot,,,,,
William Brown,brownwi01,"['Big Bill', 'California']",Big Bill,California,,,,
Earl Browne,brownea01,['Snitz'],Snitz,,,,,
Jerry Browne,brownje01,['The Governor'],The Governor,,,,,
Frank Browning,brownfr02,['Dutch'],Dutch,,,,,
Pete Browning,brownpe01,['Gladiator'],Gladiator,,,,,
Keon Broxton,broxtke01,"['Fla Boy', 'C.J.']",Fla Boy,C.J.,,,,
Jay Bruce,bruceja01,['Bruuuce'],Bruuuce,,,,,
Jaycob Brugman,brugmja01,['Bruggy'],Bruggy,,,,,
Tom Brunansky,brunato01,['Bruno'],Bruno,,,,,
George Brunet,brunege01,"['Lefty', 'Red']",Lefty,Red,,,,
Don Bryant,bryando01,['Bear'],Bear,,,,,
Kris Bryant,bryankr01,"['Sparkles', 'Silk', 'KB']",Sparkles,Silk,KB,,,
Brian Buchanan,buchabr01,['Buck'],Buck,,,,,
Jake Buchanan,buchaja01,['Buck'],Buck,,,,,
Clay Buchholz,buchhcl01,"['Flaco', 'Buck']",Flaco,Buck,,,,
Ryan Buchter,buchtry01,"['Book', '5 Deuce']",Book,5 Deuce,,,,
Garland Buckeye,buckega01,['Gob'],Gob,,,,,
Jess Buckles,bucklje01,['Jim'],Jim,,,,,
Bill Buckner,bucknbi01,['Billy Buck'],Billy Buck,,,,,
Steve Buechele,buechst01,['Boo'],Boo,,,,,
Walker Buehler,buehlwa01,"['Buehtane', 'Ferris']",Buehtane,Ferris,,,,
Jay Buhner,buhneja01,['Bone'],Bone,,,,,
Henry Buker,bukerha01,['Happy'],Happy,,,,,
George Bullard,bullage01,['Curly'],Curly,,,,,
Sim Bullas,bullasi01,['Bullets'],Bullets,,,,,
Terry Bulling,bullibu01,['Bud'],Bud,,,,,
Al Bumbry,bumbral01,['The Bee'],The Bee,,,,,
Madison Bumgarner,bumgama01,['MadBum'],MadBum,,,,,
Aaron Bummer,bummeaa01,['Bum'],Bum,,,,,
Dylan Bundy,bundydy01,['Dilly'],Dilly,,,,,
Jack Burdock,burdoja01,['Black Jack'],Black Jack,,,,,
Smoky Burgess,burgesm01,['Smoky'],Smoky,,,,,
Tom Burgess,burgeto01,['Tim'],Tim,,,,,
Elmer Burkart,burkael01,['Swede'],Swede,,,,,
Bobby Burke,burkebo01,['Lefty'],Lefty,,,,,
Jimmy Burke,burkeji01,['Sunset Jimmy'],Sunset Jimmy,,,,,
Les Burke,burkele01,['Buck'],Buck,,,,,
Jesse Burkett,burkeje01,['Crab'],Crab,,,,,
Rick Burleson,burleri01,['Rooster'],Rooster,,,,,
Corbin Burnes,burneco01,['Burnesy'],Burnesy,,,,,
Bill Burns,burnsbi01,['Sleepy Bill'],Sleepy Bill,,,,,
Billy Burns,burnsbi02,['Wild Bill'],Wild Bill,,,,,
Farmer Burns,burnsfa01,['Slab'],Slab,,,,,
George Burns,burnsge02,['Tioga George'],Tioga George,,,,,
Jack Burns,burnsja02,['Slug'],Slug,,,,,
Thomas Burns,burnsoy01,['Oyster'],Oyster,,,,,
Frank Burrell,burrebu01,['Buster'],Buster,,,,,
Pat Burrell,burrepa01,"['Pat the Bat', 'The Machine']",Pat the Bat,The Machine,,,,
Larry Burright,burrila01,['Possum'],Possum,,,,,
Jared Burton,burtoja01,['Jared'],Jared,,,,,
Paul Busby,busbypa01,['Red'],Red,,,,,
Steve Busby,busbyst01,['Buzz'],Buzz,,,,,
Matt Buschmann,buschma01,['Busch'],Busch,,,,,
Alan Busenitz,busenal01,"['Boozy', 'Buze']",Boozy,Buze,,,,
Bullet Joe Bush,bushjo01,['Bullet Joe'],Bullet Joe,,,,,
Guy Bush,bushgu01,['The Mississippi Mudcat'],The Mississippi Mudcat,,,,,
Matt Bush,bushma01,['Matty Ice'],Matty Ice,,,,,
Joe Buskey,buskejo01,['Jazzbow'],Jazzbow,,,,,
Mike Butcher,butchmi01,['Butch'],Butch,,,,,
Drew Butera,buterdr01,"['The Don', 'Vito']",The Don,Vito,,,,
Ed Butka,butkaed01,['Babe'],Babe,,,,,
Billy Butler,butlebi03,['Country Breakfast'],Country Breakfast,,,,,
Brett Butler,butlebr01,['Bugsy'],Bugsy,,,,,
Cecil Butler,butlece01,['Slewfoot'],Slewfoot,,,,,
Eddie Butler,butleed01,"['Red Beard', 'Spaghetti']",Red Beard,Spaghetti,,,,
Frank Butler,butlefr01,"['Stuffy', 'Goldbrick']",Stuffy,Goldbrick,,,,
Frank Butler,butleki01,['Kid'],Kid,,,,,
Johnny Butler,butlejo02,['Trolley Line'],Trolley Line,,,,,
Tommy Butts,buttsto01,['Pee Wee'],Pee Wee,,,,,
Byron Buxton,buxtoby01,['Buck'],Buck,,,,,
Ralph Buxton,buxtora01,['Buck'],Buck,,,,,
Samuel Byrd,byrdsa01,"[""Babe Ruth's Legs""]",Babe Ruth's Legs,,,,,
Eric Byrnes,byrneer01,"['Crash Test Dummy', 'Pigpen']",Crash Test Dummy,Pigpen,,,,
Milt Byrnes,byrnemi01,['Skippy'],Skippy,,,,,
Enos Cabell,cabelen01,['Big E'],Big E,,,,,
Asdrubal Cabrera,cabreas01,"['Cabbie', 'Droobs', 'A-Cab', 'Chiquitin']",Cabbie,Droobs,A-Cab,Chiquitin,,
Melky Cabrera,cabreme01,"['Melk Man', 'Leche']",Melk Man,Leche,,,,
Miguel Cabrera,cabremi01,['Miggy'],Miggy,,,,,
Orlando Cabrera,cabreor01,"['O.C.', 'O-Dog']",O.C.,O-Dog,,,,
Leon Cadore,cadorle01,['Caddy'],Caddy,,,,,
Forrest Cady,cadyhi01,['Hick'],Hick,,,,,
Joe Caffie,caffijo01,['Rabbit'],Rabbit,,,,,
John Cahill,cahiljo01,['Patsy'],Patsy,,,,,
Trevor Cahill,cahiltr01,"['Big Trev', 'T.C.']",Big Trev,T.C.,,,,
Bob Cain,cainbo01,['Sugar'],Sugar,,,,,
Lorenzo Cain,cainlo01,"['CrunchWrap', 'LoCain', 'Three Kid$']",CrunchWrap,LoCain,Three Kid$,,,
Matt Cain,cainma01,"['The Horse', 'Big Sugar']",The Horse,Big Sugar,,,,
George Caithamer,caithge01,['Sidee'],Sidee,,,,,
Charlie Caldwell,caldwch01,['Chuck'],Chuck,,,,,
Earl Caldwell,caldwea01,['Teach'],Teach,,,,,
Mike Caldwell,caldwmi01,['Mr. Warmth'],Mr. Warmth,,,,,
Ralph Caldwell,caldwra01,['Lefty'],Lefty,,,,,
Ray Caldwell,caldwra02,"['Rube', 'Sum', 'Slim']",Rube,Sum,Slim,,,
Bill Calhoun,calhobi01,['Mary'],Mary,,,,,
Jack Calhoun,calhoja01,['Red'],Red,,,,,
Kole Calhoun,calhoko01,"['Red Baron', 'Koleman', 'Koleski']",Red Baron,Koleman,Koleski,,,
Willie Calhoun,calhowi01,"['June', 'Osito']",June,Osito,,,,
Jim Callahan,callaji02,['Red'],Red,,,,,
Jimmy Callahan,callani01,['Nixey'],Nixey,,,,,
Ray Callahan,callara01,['Pat'],Pat,,,,,
Mickey Callaway,callami01,['Mick'],Mick,,,,,
Johan Camargo,camarjo01,"['JC', 'S.N.T.O.']",JC,S.N.T.O.,,,,
Jack Cameron,camerja01,['Happy Jack'],Happy Jack,,,,,
Mike Cameron,camermi01,['Cammy'],Cammy,,,,,
Howie Camnitz,camniho01,['Red'],Red,,,,,
Howie Camp,campho01,['Red'],Red,,,,,
Roy Campanella,camparo01,['Campy'],Campy,,,,,
Bert Campaneris,campabe01,['Campy'],Campy,,,,,
Archie Campbell,campbar01,['Iron Man'],Iron Man,,,,,
Bill Campbell,campbbi02,['Soup'],Soup,,,,,
Bruce Campbell,campbbr01,['Soupy'],Soupy,,,,,
Dave Campbell,campbda01,['Soup'],Soup,,,,,
Eric Campbell,campber01,['Soup'],Soup,,,,,
Hugh Canavan,canavhu01,['Hugo'],Hugo,,,,,
John Candelaria,candejo01,['Candy Man'],Candy Man,,,,,
Jeimer Candelario,candeje01,"['Candy', 'Baby Ruth']",Candy,Baby Ruth,,,,
Tom Candiotti,candito01,['Cotton'],Cotton,,,,,
Mark Canha,canhama01,['Tom Ace'],Tom Ace,,,,,
Wirt Cannell,canneri01,['Rip'],Rip,,,,,
Griffin Canning,cannigr01,['Griff'],Griff,,,,,
Joe Cannon,cannojo01,['J.J.'],J.J.,,,,,
Robinson Cano,canoro01,"['Robbie', ""Don't You Know"", 'Nolo']",Robbie,Don't You Know,Nolo,,,
Jose Canseco,cansejo01,['The Chemist'],The Chemist,,,,,
Joe Cantillon,cantijo99,['Pongo Joe'],Pongo Joe,,,,,
Guy Cantrell,cantrgu01,['Gunner'],Gunner,,,,,
Nick Capra,caprani01,['Cappy'],Cappy,,,,,
Victor Caratini,caratvi01,['Vic'],Vic,,,,,
Jose Cardenal,cardejo02,['Junior'],Junior,,,,,
Leo Cardenas,cardele01,"['Chico', 'Mr. Automatic']",Chico,Mr. Automatic,,,,
Conrad Cardinal,cardico01,['Randy'],Randy,,,,,
Ben Cardoni,cardobe01,['Big Ben'],Big Ben,,,,,
Stephen Cardullo,cardust01,['Dullo'],Dullo,,,,,
George Carey,careysc01,['Scoops'],Scoops,,,,,
Max Carey,careyma01,['Scoops'],Scoops,,,,,
Tom Carey,careyto02,['Scoops'],Scoops,,,,,
Shane Carle,carlesh01,['Shugga'],Shugga,,,,,
Walter Carlisle,carliwa01,['Rosy'],Rosy,,,,,
Leon Carlson,carlsle01,['Swede'],Swede,,,,,
Albin Carlstrom,carlssw01,['Swede'],Swede,,,,,
Steve Carlton,carltst01,['Lefty'],Lefty,,,,,
Roy Carlyle,carlyro01,['Dizzy'],Dizzy,,,,,
Eddie Carnett,carneed01,['Lefty'],Lefty,,,,,
Jack Carney,carnejo01,['Handsome Jack'],Handsome Jack,,,,,
Pat Carney,carnepa01,['Doc'],Doc,,,,,
Matt Carpenter,carpema01,['Carp'],Carp,,,,,
Carlos Carrasco,carraca01,['Cookie'],Cookie,,,,,
Ezequiel Carrera,carreez01,['Zeke'],Zeke,,,,,
Clemente Carreras,carrecl01,['Sungo'],Sungo,,,,,
Bill Carrick,carribi01,['Doughnut Bill'],Doughnut Bill,,,,,
Bill Carrigan,carribi02,['Rough'],Rough,,,,,
Clay Carroll,carrocl02,['Hawk'],Hawk,,,,,
Cody Carroll,carroco01,['CC'],CC,,,,,
Dick Carroll,carrodi01,['Shadow'],Shadow,,,,,
John Carroll,carrosc01,['Scrappy'],Scrappy,,,,,
Ralph Carroll,carrodo01,['Red'],Red,,,,,
Al Carson,carsoal01,['Soldier'],Soldier,,,,,
Arnold Carter,cartear01,"['Hook', 'Lefty']",Hook,Lefty,,,,
Chris Carter,cartech01,['Animal'],Animal,,,,,
Chris Carter,cartech02,['Rhino'],Rhino,,,,,
Evan Carter,carteev01,['Full Count Carter'],Full Count Carter,,,,,
Gary Carter,cartega01,['Kid'],Kid,,,,,
Paul Carter,cartepa01,['Nick'],Nick,,,,,
Sol Carter,carteso01,['Buck'],Buck,,,,,
Alexander Cartwright,cartwal99,['Alick'],Alick,,,,,
Ed Cartwright,cartwed01,['Jumbo'],Jumbo,,,,,
Rico Carty,cartyri01,['Beeg Boy'],Beeg Boy,,,,,
Bob Caruthers,carutbo01,['Parisian Bob'],Parisian Bob,,,,,
Scott Cary,carysc01,['Red'],Red,,,,,
Curt Casali,casalcu01,['Cas'],Cas,,,,,
Joe Cascarella,cascajo01,['Crooning Joe'],Crooning Joe,,,,,
Hugh Casey,caseyhu01,['Fireman'],Fireman,,,,,
James Casey,caseydo01,['Doc'],Doc,,,,,
Sean Casey,caseyse01,['The Mayor'],The Mayor,,,,,
Dave Cash,cashda01,['Action Dog'],Action Dog,,,,,
Norm Cash,cashno01,"[""Stormin' Norman""]",Stormin' Norman,,,,,
Andrew Cashner,cashnan01,['Cash'],Cash,,,,,
Santiago Casilla,garcija01,['Willi'],Willi,,,,,
Jack Cassini,cassija01,"['Gabby', 'Scat']",Gabby,Scat,,,,
Nick Castellanos,casteni01,['Artist'],Artist,,,,,
George Caster,castege01,['Ug'],Ug,,,,,
Alberto Castillo,castial01,['Bambi'],Bambi,,,,,
Diego Castillo,castidi01,['Samana'],Samana,,,,,
Jose Castillo,castijo03,['Big Dude'],Big Dude,,,,,
Luis Castillo,castilu02,['La Piedra'],La Piedra,,,,,
Max Castillo,castima03,['La Papa'],La Papa,,,,,
Welington Castillo,castiwe01,['Beef'],Beef,,,,,
Paul Castner,castnpa01,['Lefty'],Lefty,,,,,
Harold Castro,castrha01,"[""Hittin' Harold"", 'Casty']",Hittin' Harold,Casty,,,,
Jason Castro,castrja01,['Stro'],Stro,,,,,
Juan Castro,castrju01,['One'],One,,,,,
Lou Castro,castrlu01,['Jud'],Jud,,,,,
Miguel Castro,castrmi01,"['Come Hombre', 'Ni', 'Villa Hermosa']",Come Hombre,Ni,Villa Hermosa,,,
Rodolfo Castro,castrro01,['Rudy'],Rudy,,,,,
Starlin Castro,castrst01,['All-Starlin'],All-Starlin,,,,,
Hardin Cathey,catheha01,['Lil Abner'],Lil Abner,,,,,
Howdy Caton,catonho01,['Buster'],Buster,,,,,
Bill Caudill,caudibi01,"['Inspector', 'Cuffs']",Inspector,Cuffs,,,,
Red Causey,causere01,['The Florida Flamingo'],The Florida Flamingo,,,,,
Phil Cavarretta,cavarph01,['Philliabuck'],Philliabuck,,,,,
Jake Cave,caveja01,['Caveman'],Caveman,,,,,
Art Ceccarelli,ceccaar01,['Chic'],Chic,,,,,
Garin Cecchini,cecchga01,['Cheech'],Cheech,,,,,
Gavin Cecchini,cecchga02,['Cheech'],Cheech,,,,,
Brett Cecil,cecilbr01,['Squints'],Squints,,,,,
Xavier Cedeno,cedenxa01,['X'],X,,,,,
Orlando Cepeda,cepedor01,"['Cha Cha', 'Baby Bull']",Cha Cha,Baby Bull,,,,
Francisco Cervelli,cervefr01,['Cisco'],Cisco,,,,,
Yoenis Cespedes,cespeyo01,"['La Potencia', 'El Talento']",La Potencia,El Talento,,,,
Luis Cessa,cessalu01,"['Quique', 'Kike']",Quique,Kike,,,,
Ron Cey,ceyro01,['Penguin'],Penguin,,,,,
Jhoulys Chacin,chacijh01,['Makina'],Makina,,,,,
Andrew Chafin,chafian01,['The Sheriff'],The Sheriff,,,,,
Bob Chakales,chakabo01,['The Golden Greek'],The Golden Greek,,,,,
George Chalmers,chalmge01,['Dut'],Dut,,,,,
Ice Box Chamberlain,chambel01,['Icebox'],Icebox,,,,,
Cliff Chambers,chambcl01,['Lefty'],Lefty,,,,,
Frank Chance,chancfr01,"['Husk', 'The Peerless Leader']",Husk,The Peerless Leader,,,,
Les Channell,channle01,"['Goat', 'Gint']",Goat,Gint,,,,
Ed Chaplin,chapled01,['Chappy'],Chappy,,,,,
Aroldis Chapman,chapmar01,"['Cuban Missile', 'The Missile']",Cuban Missile,The Missile,,,,
Fred Chapman,chapmfr02,['Chappie'],Chappie,,,,,
Glenn Chapman,chapmgl01,['Pete'],Pete,,,,,
Jack Chapman,chapmja01,['Death To Flying Things'],Death To Flying Things,,,,,
Matt Chapman,chapmma01,"['Chappy', 'Pegasus', 'Hurtado']",Chappy,Pegasus,Hurtado,,,
Bill Chappelle,chappbi01,['Big Bill'],Big Bill,,,,,
Joe Charboneau,charbjo01,"['Super Joe', ""Joltin' Joe"", 'Bazooka Joe']",Super Joe,Joltin' Joe,Bazooka Joe,,,
JT Chargois,chargjt01,['Shag'],Shag,,,,,
Ed Charles,charled01,"['Ez', 'The Poet', 'The Glider']",Ez,The Poet,The Glider,,,
Raymond Charles,charlch01,['Chappy'],Chappy,,,,,
Norm Charlton,charlno01,['The Sheriff'],The Sheriff,,,,,
Mike Chartak,chartmi01,['Shotgun'],Shotgun,,,,,
Hal Chase,chaseha01,['Prince Hal'],Prince Hal,,,,,
Ken Chase,chaseke01,['Lefty'],Lefty,,,,,
Tyler Chatwood,chatwty01,['Chatty'],Chatty,,,,,
Eric Chavez,chaveer01,['Chavvy'],Chavvy,,,,,
Jesse Chavez,chaveje01,"['Flaco', 'Dado', 'Shayvez']",Flaco,Dado,Shayvez,,,
Michael Chavis,chavimi01,"['Ice Horse', 'Chief']",Ice Horse,Chief,,,,
Virgil Cheeves,cheevvi01,['Chief'],Chief,,,,,
Italo Chelini,cheliit01,"['Chilly', 'Lefty']",Chilly,Lefty,,,,
Wei-Yin Chen,chenwe02,['Weigh-In'],Weigh-In,,,,,
Jack Chesbro,chesbja01,['Happy Jack'],Happy Jack,,,,,
Pearce Chiles,chilepe01,"[""What's The Use""]",What's The Use,,,,,
Bob Chipman,chipmbo01,['Mr. Chips'],Mr. Chips,,,,,
Robinson Chirinos,chiriro01,['Pelo Buche'],Pelo Buche,,,,,
Yonny Chirinos,chiriyo01,['Yonito'],Yonito,,,,,
Lonnie Chisenhall,chiselo01,"['Lonnie Baseball', 'The Chiz Kid', 'Big Lon']",Lonnie Baseball,The Chiz Kid,Big Lon,,,
Ji Man Choi,choiji01,"['Ji', 'G-Money']",Ji,G-Money,,,,
Shin-Soo Choo,choosh01,"['Tokki 1', 'Korean Kid']",Tokki 1,Korean Kid,,,,
Bill Chouneau,chounch01,['Nitchie'],Nitchie,,,,,
Lloyd Christenbury,chrisll01,['Low'],Low,,,,,
Walter Christensen,chriscu01,"['Seacap', 'Cuckoo']",Seacap,Cuckoo,,,,
Larry Ciaffone,ciaffla01,['Symphony Larry'],Symphony Larry,,,,,
Joe Cicero,cicerjo01,['Dody'],Dody,,,,,
Al Cicotte,cicotal01,['Bozo'],Bozo,,,,,
Eddie Cicotte,cicoted01,['Knuckles'],Knuckles,,,,,
Ed Cihocki,cihoced01,['Cy'],Cy,,,,,
Adam Cimber,cimbead01,"['Cim', 'Cimdog Millionaire']",Cim,Cimdog Millionaire,,,,
Tony Cingrani,cingrto01,['Grani'],Grani,,,,,
Steve Cishek,cishest01,['Speedpass'],Speedpass,,,,,
Jose Cisnero,cisnejo01,['Gui'],Gui,,,,,
Bobby Clack,clackbo01,['Gentlemanly Bob'],Gentlemanly Bob,,,,,
Eucal Clanton,clantuk01,"['Cat', 'Uke']",Cat,Uke,,,,
Bryan Clark,clarkbr01,['Gas Can'],Gas Can,,,,,
Dad Clark,clarkda03,['Fred'],Fred,,,,,
Dave Clark,clarkda05,['Clarkie'],Clarkie,,,,,
Harry Clark,clarkpe01,['Pep'],Pep,,,,,
Jack Clark,clarkja01,['Jack the Ripper'],Jack the Ripper,,,,,
